Hotel ID,Place Name,lat,long,distance,Rating,Number of Ratings,Place Type,Hotel Name,Hotel Address
2,The Breakers Palm Beach,26.7147746,-80.03398419999999,8619.185937043043,4.7,5452,"hotel,lodging,restaurant,food,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,The Gardens Mall,26.8484491,-80.0855753,8083.9068744462575,4.5,5008,"shopping_mall,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Rapids Waterpark,26.7701846,-80.1067228,7640.630812210906,4.2,7281,"amusement_park,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,West Palm Beach,26.7120114,-80.0554633,9180.919393223821,4.1,764,"train_station,transit_station,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Marriott's Ocean Pointe,26.777317,-80.0329392,1667.1969853490207,4.4,2596,"hotel,extended_stay_hotel,lodging,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Hilton West Palm Beach,26.7053293,-80.05764099999999,9953.98077637134,4.4,2406,"hotel,lodging,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Veterans Affairs Medical Center,26.7849889,-80.1123779,7837.515202924603,3.9,515,"medical_lab,pharmacy,hospital,store,point_of_interest,health,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,St. Mary's Medical Center,26.7561726,-80.06249079999999,4920.912241520531,2.6,728,"hospital,point_of_interest,health,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Manatee Lagoon,26.7636331,-80.0506059,3594.6762925222693,4.6,3712,"tourist_attraction,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,"The Ben, Autograph Collection",26.7148248,-80.0507049,8774.782601366573,4.5,908,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,CityPlace,26.7083692,-80.0569849,9610.163980397869,4.5,10647,"shopping_mall,event_venue,park,restaurant,food,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Tanger Outlets West Palm Beach,26.724631,-80.0890493,9308.1715357276,4.7,1477,"shopping_mall,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,CACTI Park of the Palm Beaches,26.755043399999998,-80.112931,8876.650985711123,4.6,1689,"stadium,sports_complex,event_venue,athletic_field,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Phil Foster Park,26.7842628,-80.0426588,1249.8208680921311,4.6,2207,"park,tourist_attraction,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Good Samaritan Medical Center,26.7252713,-80.0514005,7653.156845253556,3.2,638,"hospital,point_of_interest,health,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Palm Beach Atlantic University,26.7051402,-80.0498511,9819.959615057238,4.0,181,"university,school,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Henry Morrison Flagler Museum,26.7137477,-80.04263689999999,8776.89395036894,4.8,2311,"tourist_attraction,historical_landmark,museum,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,Palm Beach Gardens Marriott,26.838148099999998,-80.0991897,8249.576601780118,4.2,1107,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
2,West Palm Beach Marriott,26.7070691,-80.063349,9918.547472474442,4.2,1587,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive
3,Times Square,40.7579747,-73.9855426,185.13831233128076,4.7,217247,"tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Penn Station,40.750568,-73.993519,1000.3542633007374,4.0,5383,"train_station,transit_station,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Central Park,40.7825547,-73.9655834,3310.8259855935585,4.8,278893,"park,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Rockefeller Center,40.7587402,-73.9786736,556.474717706728,4.7,179342,"historical_landmark,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,The Metropolitan Museum of Art,40.7794366,-73.963244,3120.9506689497875,4.8,84037,"tourist_attraction,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Brooklyn Bridge,40.7060855,-73.9968643,5698.769743158541,4.8,78689,"landmark,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Empire State Building,40.7484405,-73.98566439999999,898.8965190698054,4.7,109516,"historical_landmark,tourist_attraction,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Grand Central Terminal,40.7533582,-73.9768041,740.5794398687598,4.7,6907,"train_station,transit_station,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,American Museum of Natural History,40.7813241,-73.9739882,2902.504392100372,4.5,21044,"historical_landmark,tourist_attraction,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,The Museum of Modern Art,40.7614327,-73.97762159999999,803.4357222720035,4.6,52031,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,9/11 Memorial & Museum,40.7115776,-74.0133362,5550.328902221118,4.8,81993,"park,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Bryant Park,40.7535367,-73.9829529,354.6585241796439,4.7,95861,"park,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Madison Square Garden,40.7505045,-73.9934387,999.9465439114964,4.7,30595,"stadium,tourist_attraction,sports_complex,event_venue,point_of_interest,sports_club,establishment",The Chatwal,130 West 44th Street New York
3,American Dream,40.8092049,-74.0706843,9324.122682069776,4.5,33099,"shopping_mall,amusement_center,tourist_attraction,sports_complex,event_venue,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,SUMMIT One Vanderbilt,40.752764,-73.9787461,641.4792005071399,4.6,19258,"tourist_attraction,museum,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Port Authority Bus Terminal,40.7569006,-73.9902798,483.2298567887943,3.6,6796,"bus_station,transit_station,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,The High Line,40.747992499999995,-74.0047649,1945.511552200486,4.7,60507,"park,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Moynihan Train Hall at Penn Station,40.751713699999996,-73.9957489,1080.6708064772888,4.4,1638,"train_station,transit_station,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,The Battery,40.702931199999995,-74.0153603,6495.255377013037,4.6,73537,"park,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
3,Statue of Liberty,40.6892494,-74.04450039999999,9022.003522995949,4.7,104472,"historical_landmark,tourist_attraction,point_of_interest,establishment",The Chatwal,130 West 44th Street New York
4,Harry Reid International Airport,36.08309070000001,-115.1482238,3856.8817816334126,4.2,38747,"airport,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Bellagio Hotel & Casino,36.1129455,-115.17650669999999,348.2385453643145,4.7,134839,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,The Venetian Las Vegas,36.121173999999996,-115.16965259999999,1350.7025817859587,4.6,113572,"hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,MGM Grand,36.1036224,-115.1675744,993.7683548088319,4.4,105170,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Caesars Palace,36.1172612,-115.17614099999999,816.175508899743,4.5,127697,"tourist_attraction,resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Luxor Hotel & Casino,36.09551,-115.1760672,1606.3810154617167,4.1,96282,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Excalibur Hotel & Casino,36.0987973,-115.17543119999998,1239.706352156891,4.1,78080,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Mandalay Bay,36.0921847,-115.1748583,1975.568705714898,4.5,67707,"resort_hotel,swimming_pool,hotel,lodging,casino,sports_complex,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Circus Circus Hotel and Casino,36.1366568,-115.16285380000001,3176.3865929766084,3.8,74925,"hotel,lodging,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Fremont Street Experience,36.1707275,-115.14382289999999,7328.997777440448,4.6,132753,"shopping_mall,tourist_attraction,casino,event_venue,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,"Treasure Island Las Vegas - TI Hotel & Casino, A Radisson Hotel",36.1247462,-115.17208269999999,1672.301441947232,4.2,58438,"resort_hotel,hotel,lodging,casino,wedding_venue,event_venue,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Wynn Las Vegas,36.126118999999996,-115.16195829999998,2165.6058746185236,4.7,61140,"tourist_attraction,resort_hotel,shopping_mall,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,ARIA Resort & Casino,36.1073702,-115.1767526,311.4585850771294,4.5,42636,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Paris Las Vegas,36.112462,-115.17070749999999,505.2473112611325,4.4,74198,"tourist_attraction,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,The Cosmopolitan of Las Vegas,36.10996,-115.1754159,2.705182406843769,4.6,73393,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Flamingo Las Vegas,36.1166377,-115.1703905,869.1415213187499,4.0,68298,"tourist_attraction,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,"The STRAT Hotel, Casino & Tower",36.1475119,-115.15655369999998,4506.720645494535,4.0,60598,"hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Planet Hollywood Las Vegas Resort & Casino,36.1099696,-115.1700646,478.50248502129574,4.3,63064,"resort_hotel,hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,Las Vegas North Premium Outlets,36.1636508,-115.15774919999998,6178.260466054045,4.4,27742,"shopping_mall,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
4,New York-New York Hotel & Casino,36.102132,-115.1744225,873.2456950947192,4.4,76505,"hotel,lodging,casino,point_of_interest,establishment",The Cosmopolitan of Las Vegas,3708 Las Vegas Boulevard South Las Vegas
5,Nashville International Airport,36.1248851,-86.6762176,9542.957643706295,4.3,15072,"airport,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Opry Mills,36.2048497,-86.6930726,9088.991114046012,4.5,28575,"shopping_mall,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Gaylord Opryland Resort & Convention Center,36.2122412,-86.6946459,9488.163683415547,4.5,31453,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Grand Ole Opry,36.2068571,-86.69210849999999,9291.210383881695,4.8,28726,"historical_landmark,tourist_attraction,event_venue,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Bridgestone Arena,36.159173599999995,-86.7784959,422.6088423933611,4.7,15695,"stadium,sports_complex,athletic_field,event_venue,point_of_interest,sports_club,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Country Music Hall of Fame and Museum,36.1582632,-86.7761258,204.3113263766772,4.6,17190,"museum,tourist_attraction,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Nissan Stadium,36.166469000000006,-86.7712995,1132.7908625459297,4.5,11435,"stadium,sports_complex,event_venue,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Vanderbilt University,36.1447034,-86.8026551,2825.982197684397,4.4,708,"university,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Nashville Zoo at Grassmere,36.0894986,-86.74247059999999,8021.371384456032,4.5,18815,"zoo,tourist_attraction,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,The Mall at Green Hills,36.1065378,-86.8156547,6671.550350002733,4.4,6765,"shopping_mall,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,The Parthenon,36.1496737,-86.81334670000001,3538.2322304039576,4.6,13005,"tourist_attraction,museum,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Ryman Auditorium,36.1612481,-86.7784714,597.3814593238548,4.8,17379,"gift_shop,tourist_attraction,performing_arts_theater,event_venue,museum,point_of_interest,store,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Omni Nashville Hotel,36.1572862,-86.7757168,96.60805370775623,4.5,6059,"hotel,lodging,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Centennial Park,36.1489459,-86.81274979999999,3505.048382251812,4.7,13606,"park,tourist_attraction,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,JW Marriott Nashville,36.1563362,-86.7810654,553.881266603804,4.6,1942,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Tootsies Orchid Lounge,36.160901599999995,-86.77829229999999,556.2701543857502,4.4,6647,"bar,tourist_attraction,event_venue,restaurant,point_of_interest,food,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Renaissance Nashville Hotel,36.160797099999996,-86.7811329,720.0666776229945,4.4,4068,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Johnny Cash Museum,36.1609385,-86.77575709999999,476.43778768110417,4.6,9990,"museum,tourist_attraction,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Geodis Park,36.130201299999996,-86.7655683,3064.566306548656,4.4,1369,"stadium,sports_complex,event_venue,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
5,Hilton Nashville Downtown,36.1600155,-86.7772394,422.902129230566,4.5,2897,"hotel,lodging,point_of_interest,establishment",The Joseph,401 Korean Veterans Boulevard Nashville
6,Bayside Marketplace,25.7784025,-80.18679379999999,6948.54224985309,4.5,70085,"shopping_mall,tourist_attraction,marina,event_venue,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Brickell City Centre,25.7671785,-80.1928148,8079.9974739449835,4.7,16361,"shopping_mall,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Wynwood Walls,25.8010178,-80.1993841,7535.620472092952,4.7,43805,"museum,tourist_attraction,event_venue,park,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Fontainebleau Miami Beach,25.8178372,-80.1227119,1376.113435275325,4.2,14912,"hotel,resort_hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Phillip & Patricia Frost Museum of Science,25.785262099999997,-80.1878898,6756.010953583407,4.5,7759,"aquarium,tourist_attraction,museum,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Bayfront Park,25.775258899999997,-80.18618889999999,7054.129733065228,4.6,19387,"tourist_attraction,performing_arts_theater,event_venue,park,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Jackson Memorial Hospital,25.791811499999998,-80.2125805,8971.091546111156,2.9,1476,"hospital,health,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,1 Hotel South Beach,25.7994327,-80.1273471,745.6057716525703,4.5,4137,"hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,"InterContinental Miami, an IHG Hotel",25.7721907,-80.18590309999999,7198.740582945489,4.5,6419,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Loews Miami Beach Hotel,25.7894357,-80.1297317,1872.3382233236719,4.5,8907,"resort_hotel,wedding_venue,event_venue,hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Bal Harbour Shops,25.888595,-80.12488359999999,9235.27161294033,4.6,5610,"shopping_mall,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Faena Hotel Miami Beach,25.807366299999998,-80.1234789,218.0265450628873,4.6,2557,"hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,E11EVEN MIAMI,25.7849684,-80.19355689999999,7303.464481860166,3.6,1604,"night_club,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,South Pointe Park Pier,25.7635368,-80.1296706,4701.877923599001,4.8,6867,"tourist_attraction,park,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Hyatt Regency Miami,25.7709263,-80.1910809,7716.912238140027,4.2,5114,"hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Jungle Island,25.784981400000003,-80.17422239999999,5498.131042000014,4.1,5291,"tourist_attraction,amusement_park,amusement_center,zoo,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Hilton Miami Downtown,25.791054199999998,-80.1883699,6615.609832779756,4.2,5664,"hotel,lodging,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Mount Sinai Medical Center,25.812968700000003,-80.1413913,1901.8225045642753,3.7,1381,"medical_lab,pharmacy,hospital,doctor,health,point_of_interest,store,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Superblue Miami,25.7991925,-80.2138844,8998.217925411296,4.1,3335,"tourist_attraction,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
6,Miami Seaquarium,25.733894199999998,-80.1652648,8961.96144213084,3.7,14236,"aquarium,tourist_attraction,park,point_of_interest,establishment",The Miami Beach EDITION,2901 Collins Avenue Miami Beach
8,Boston Logan International Airport,42.365601999999996,-71.0096136,4628.110278447659,4.1,20861,"airport,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Boston-South Station,42.349759999999996,-71.05593999999999,712.6850766384559,3.6,440,"bus_station,transit_station,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Fenway Park,42.3466764,-71.0972178,2874.233909700943,4.8,40792,"stadium,tourist_attraction,sports_complex,event_venue,athletic_field,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Harvard University,42.3744368,-71.1182488,5097.009766904848,4.5,5717,"university,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,TD Garden,42.366198,-71.062146,1459.4769838616974,4.6,21582,"stadium,sports_complex,event_venue,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,South Station,42.3519217,-71.0550703,692.1312123837894,4.1,850,"train_station,bus_stop,subway_station,transit_station,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Northeastern University,42.339904,-71.0898892,2629.517221189082,4.7,1070,"university,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Encore Boston Harbor,42.395214300000006,-71.0695365,4710.224715964055,4.3,17860,"resort_hotel,shopping_mall,hotel,lodging,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,New England Aquarium,42.3592478,-71.0491475,1351.6638643138006,4.4,24554,"aquarium,tourist_attraction,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Massachusetts Institute of Technology,42.360091,-71.09416,2648.998289576918,4.7,3866,"university,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Boston Common,42.3550897,-71.0657256,295.3995579515197,4.7,35368,"tourist_attraction,park,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,"Museum of Fine Arts, Boston",42.339380999999996,-71.094048,2949.024449134916,4.8,17153,"tourist_attraction,museum,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Prudential Center,42.347056699999996,-71.08174269999999,1654.9659314605374,4.5,13631,"shopping_mall,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Harvard Square,42.373464999999996,-71.1189467,5098.965602247989,4.5,9550,"tourist_attraction,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Faneuil Hall Marketplace,42.360189,-71.0551145,1038.1621287667563,4.5,44975,"market,tourist_attraction,shopping_mall,food,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Museum of Science,42.367714,-71.0709771,1741.7073386517493,4.7,20952,"museum,tourist_attraction,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Isabella Stewart Gardner Museum,42.338144199999995,-71.0990577,3373.874678323248,4.7,9004,"tourist_attraction,museum,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Assembly Row,42.3942477,-71.07914099999999,4755.720597757726,4.5,11090,"shopping_mall,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Massachusetts General Hospital,42.362567899999995,-71.068767,1143.0893035761906,3.7,853,"hospital,health,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
8,Boston Children's Hospital,42.337507599999995,-71.1054497,3870.8695305728493,4.2,884,"hospital,doctor,health,point_of_interest,establishment",The Ritz-Carlton,10 Avery Street Boston
9,Nakalele Blowhole,21.0271397,-156.58855690000001,7306.853567713865,4.7,4684,"tourist_attraction,point_of_interest,establishment",The Ritz-Carlton,1 Ritz-Carlton Drive Kapalua
9,Whalers Village,20.9214105,-156.69447449999998,9963.993916956062,4.4,5159,"shopping_mall,point_of_interest,establishment",The Ritz-Carlton,1 Ritz-Carlton Drive Kapalua
9,"The Ritz-Carlton Maui, Kapalua",21.001068399999998,-156.65411419999998,171.88133848771895,4.6,2712,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Ritz-Carlton,1 Ritz-Carlton Drive Kapalua
9,Sheraton Maui Resort & Spa,20.9264045,-156.69427439999998,9454.534641639537,4.3,2717,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",The Ritz-Carlton,1 Ritz-Carlton Drive Kapalua
