2,Palm Beach Marriott Singer Island Beach Resort & Spa,3800 North Ocean Drive,26.7922887,-80.0338438,500.28666666666663
5,The Joseph,401 Korean Veterans Boulevard Nashville,36.1567083,-86.7749133,293.7233333333333
8,The Ritz-Carlton,10 Avery Street Boston,42.3531023,-71.06334009999999,462.6933333333333
9,The Ritz-Carlton,1 Ritz-Carlton Drive Kapalua,21.0025953,-156.6538563,681.27
11,The Ritz-Carlton,900 W Olympic Blvd Los Angeles,34.0451611,-118.2666712,591.3266666666667
12,The Ritz-Carlton,280 Vanderbilt Beach Rd. Naples,26.2519833,-81.8213385,2592.22
14,The Ritz-Carlton Bal Harbour,10295 Collins Avenue Bal Harbour,25.8989516,-80.1234047,928.6999999999999
15,The Ritz-Carlton New York,50 Central Park South New York,40.7653266,-73.9760929,414.67333333333335
17,The St. Regis Aspen Resort,315 East Dean Street Aspen,39.1866933,-106.8210523,1720.7
18,The St. Regis Bal Harbour Resort,9703 Collins Avenue Bal Harbour - Miami Beach,25.8888332,-80.1225323,1035.26
19,The St. Regis Deer Valley,2300 Deer Valley Drive East Park City,40.6381283,-111.4770938,1524.8366666666668
20,The St. Regis New York,Two East 55th Street,40.7587185,-73.9679001,215.76666666666665
25,Grand Bohemian Hotel Asheville,11 Boston Way Asheville,35.5667711,-82.54398909999999,84.26666666666667
29,JW Marriott Essex House New York,160 Central Park South New York,40.7662802,-73.9785674,574.5533333333334
30,JW Marriott Marco Island Beach Resort,400 South Collier Boulevard Marco Island,25.9295962,-81.72896759999999,1228.3999999999999
31,JW Marriott Nashville,201 8th Avenue South Nashville,36.1562743,-86.7810595,293.7233333333333
36,Marriott Stanton South Beach,161 Ocean Drive Miami Beach,25.7704335,-80.13228149999999,451.18
37,Marriott Vacation Club Pulse at Custom House,3 McKinley Square Boston,42.35904379999999,-71.0535238,183.30999999999997
40,Marriott's Newport Coast Villas,23000 Newport Coast Drive Newport Coast,33.5839098,-117.8455739,219.65666666666667
45,Monterey Marriott,350 Calle Principal Monterey,36.6006122,-121.8953764,163.78666666666666
46,Napa Valley Marriott Hotel & Spa,3425 Solano Avenue Napa,38.3230097,-122.3122023,152.32
47,New York Marriott Marquis,1535 Broadway New York,40.7587252,-73.98622,302.21666666666664
48,Newport Marriott,25 America's Cup Avenue Newport,41.4901491,-71.3181852,173.51333333333332
49,Noelle,200 4th Avenue North Nashville,36.1640057,-86.778751,123.83
51,Renaissance Boston Patriot Place Hotel,28 Patriot Place Foxborough,42.0904153,-71.2683962,140.74333333333334
53,Sheraton Maui Resort & Spa,2605 Kaanapali Parkway,20.9266478,-156.694594,541.0533333333334
57,The Cavalier Virginia Beach,4200 Atlantic Avenue Virginia Beach,36.8693811,-75.9835937,124.76666666666667
62,The Ritz-Carlton,4750 Amelia Island Parkway Amelia Island,30.5953142,-81.4441441,559.2533333333333
63,The Ritz-Carlton,1881 Curtis Street Denver,39.7498766,-104.9917206,343.00666666666666
64,The Ritz-Carlton,2121 McKinney Avenue Dallas,32.7923969,-96.8041208,736.16
65,The Ritz-Carlton,One Ritz-Carlton Drive Dana Point,33.4763357,-117.7188567,708.2466666666666
66,The Ritz-Carlton,1 North Fort Lauderdale Beach Boulevard Fort Lauderdale,26.1230213,-80.10477569999999,540.14
67,The Ritz-Carlton,1 Miramontes Point Road Half Moon Bay,37.4339289,-122.4412455,728.3133333333334
68,The Ritz-Carlton,4375 Admiralty Way Marina del Rey,33.984245,-118.4508691,222.6833333333333
69,The Ritz-Carlton,921 Canal Street New Orleans,29.9550178,-90.0709905,248.45333333333335
70,The Ritz-Carlton,10 Avenue of the Arts Philadelphia,39.9512132,-75.1643429,290.53000000000003
71,The Ritz-Carlton,68900 Frank Sinatra Drive Rancho Mirage,33.7743526,-116.3405951,120.74333333333334
73,The Ritz-Carlton Georgetown,3100 South Street NW Washington,38.90311,-77.0617312,712.7066666666666
74,The Ritz-Carlton Golf Resort,2600 Tiburon Drive Naples,26.2488529,-81.76618160000001,557.96
75,The Ritz-Carlton Key Biscayne,455 Grand Bay Drive,25.6911954,-80.1586286,686.2866666666667
76,The Ritz-Carlton Reynolds,1 Lake Oconee Trail Greensboro,33.4386884,-83.1948367,426.70666666666665
81,The Times Square EDITION,701 7th Avenue New York,40.7593277,-73.9841308,244.07666666666668
88,The Westin Nashville,807 Clark Place Nashville,36.15542240000001,-86.7805553,293.7233333333333
95,AC Hotel Asheville Downtown,10 Broadway Street Asheville,35.5957973,-82.55151169999999,68.55333333333333
96,Marriott's Maui Ocean Club - Molokai,100 Nohea Kai Drive,20.9169059,-156.6957594,439.7633333333333
102,Austin Proper Hotel,600 West 2nd Street Austin,30.2661822,-97.750031,434.46000000000004
106,Boston Marriott Cambridge,50 Broadway Cambridge,42.3628444,-71.0855301,214.89333333333332
107,Boston Marriott Copley Place,110 Huntington Avenue Boston,42.34637379999999,-71.0781901,183.21333333333334
108,Boulder Marriott Hotel & Spa,2660 Canyon Boulevard Boulder,40.0161241,-105.2601208,161.73
110,Charleston Historic District/Hotel Bella Grace,117 Calhoun Street Charleston,32.7870569,-79.9329801,231.79999999999998
112,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,41.892225,-87.6249624,155.75
113,Coronado Island Marriott Resort & Spa,2000 Second Street Coronado,32.6939377,-117.1663464,293.27333333333337
116,The Ritz-Carlton,1515 West Third Street Cleveland,41.4971907,-81.6944066,465.6933333333333
118,Fort Lauderdale Marriott Harbor Beach Resort & Spa,3030 Holiday Drive Fort Lauderdale,26.1064612,-80.10609769999999,350.3
119,Gaylord Opryland Resort & Convention Center,2800 Opryland Drive Nashville,36.2116523,-86.69405929999999,340.3433333333333
120,Grand Bohemian Hotel Mountain Brook,2655 Lane Park Road Birmingham,33.487664,-86.77404659999999,101.66666666666667
121,Hi-Lo Hotel,320 SW Harvey Milk Street Portland,45.5202827,-122.6750329,95.93
122,Hollywood Beach Marriott,2501 North Ocean Drive Hollywood,26.0272977,-80.11485490000001,268.3
125,Hotel Distil,101 West Main Street Louisville,38.2565122,-85.7518508,152.68333333333334
127,Hotel Ivy,201 South Eleventh Street Minneapolis,44.9715414,-93.2726468,103.68
133,JW Marriott Austin,110 East 2nd Street Austin,30.2642649,-97.7434122,271.4166666666667
134,JW Marriott Chicago,151 West Adams Street Chicago,41.8789387,-87.633021,182.36
135,JW Marriott Desert Springs Resort & Spa,74-855 Country Club Drive Palm Desert,33.7525395,-116.365049,161.13
136,JW Marriott Los Angeles L.A. LIVE,900 West Olympic Boulevard Los Angeles,34.0451611,-118.2666712,591.3266666666667
139,JW Marriott New Orleans,614 Canal Street,29.9524486,-90.0689093,207.16
140,JW Marriott Orlando,4040 Central Florida Parkway Orlando,28.4100847,-81.43069489999999,714.0
142,JW Marriott Phoenix Desert Ridge Resort & Spa,5350 East Marriott Drive Phoenix,33.6841082,-111.965543,598.5533333333334
143,JW Marriott San Antonio Hill Country Resort & Spa,23808 Resort Parkway San Antonio,29.6757916,-98.406748,357.99333333333334
144,JW Marriott Tampa Water Street,510 Water Street Tampa,27.9416799,-82.4536907,348.60999999999996
145,JW Marriott Washington,1331 Pennsylvania Avenue NW Washington,38.8963239,-77.03113259999999,384.18
149,Le M�ridien Columbus,620 North High Street Columbus,39.9751999,-83.0027576,186.12
150,Le M�ridien Philadelphia,1421 Arch Street Philadelphia,39.95482459999999,-75.1640644,177.34
151,Louisville Marriott East,1903 Embassy Square Boulevard Louisville,38.2180292,-85.5757587,151.16666666666666
152,Marina del Rey Marriott,4100 Admiralty Way Marina del Rey,33.9823765,-118.4597728,236.64
153,Marriott East Lansing at University Place,300 M.A.C. Avenue East Lansing,42.7356432,-84.4799683,187.58
155,Marriott Marquis Washington,901 Massachusetts Avenue NW Washington,38.9037397,-77.02487599999999,258.95666666666665
156,Marriott Myrtle Beach Resort & Spa at Grande Dunes,8400 Costa Verde Drive Myrtle Beach,33.7489056,-78.8094806,191.34666666666666
158,Marriott Sanibel Harbour Resort & Spa,17260 Harbour Pointe Drive Fort Myers,26.4895453,-82.0113174,307.74
160,Marriott Vacation Club Pulse,33 West 37th Street New York,40.7512993,-73.9847935,182.87333333333333
162,Marriott Virginia Beach Oceanfront,4201 Atlantic Avenue Virginia Beach,36.8701122,-75.98124709999999,124.76666666666667
164,Marriott's BeachPlace Towers,21 South Fort Lauderdale Beach Boulevard Fort Lauderdale,26.1221101,-80.1052407,242.57333333333335
165,Marriott's Cypress Harbour Villas,11251 Harbour Villa Road Orlando,28.401065,-81.472568,117.0
167,Marriott's Grande Ocean,51 South Forest Beach Drive Hilton Head Island,32.1369369,-80.7619816,153.18
168,Marriott's Harbour Club,144 Lighthouse Road Hilton Head Island,32.1399246,-80.80981349999999,147.26
169,Marriott's Harbour Point and Sunset Pointe at Shelter Cove,4 Shelter Cove Lane Hilton Head,32.1821534,-80.7353464,139.85999999999999
171,Marriott's Ko Olina Beach Club,92-161 Waipahe Place,21.3319372,-158.1212885,401.85999999999996
175,Marriott's Oceana Palms,3200 North Ocean Drive Riviera Beach,26.7886058,-80.033256,542.8933333333333
176,Marriott's OceanWatch Villas at Grande Dunes,8550 Costa Verde Drive Myrtle Beach,33.748615,-78.8072191,89.8
179,Marriott's SurfWatch,10 SurfWatch Way Hilton Head,32.197169,-80.69821510000001,141.34
180,Nashville Marriott at Vanderbilt University,2555 West End Avenue Nashville,36.1453227,-86.80928469999999,179.20333333333335
181,New Orleans Marriott,555 Canal Street New Orleans,29.9525179,-90.0675974,152.83
182,Philadelphia Marriott Downtown,1201 Market Street,39.9570216,-75.2008579,140.23666666666665
183,Portland Marriott Downtown Waterfront,1401 SW Naito Parkway Portland,45.5126103,-122.6757182,209.75333333333333
184,Renaissance Boston Waterfront Hotel,606 Congress Street Boston,42.3480984,-71.0390958,197.58
185,Renaissance Charleston Historic District Hotel,68 Wentworth Street Charleston,32.783039,-79.9336548,392.03
188,Renaissance Nashville Hotel,611 Commerce Street Nashville,36.1608372,-86.7811339,341.8933333333334
189,Renaissance New York Chelsea Hotel,112 West 25th Street New York,40.7443203,-73.9926957,122.14333333333333
194,Rochester Marriott Mayo Clinic Area,101 First Avenue SW Rochester,44.0221907,-92.4649735,183.4333333333333
196,San Francisco Airport Marriott Waterfront,1800 Old Bayshore Highway Burlingame,37.60221629999999,-122.3704535,173.63666666666666
197,Sheraton Ann Arbor Hotel,3200 Boardwalk Street Ann Arbor,42.2409314,-83.73593439999999,135.79
198,Sheraton Boston Hotel,39 Dalton Street Boston,42.3462581,-71.08403969999999,124.99000000000001
200,Sheraton Carlsbad Resort & Spa,5420 Grand Pacific Drive Carlsbad,33.1324401,-117.3108287,223.0
201,Sheraton Commander Hotel,16 Garden Street Cambridge,42.3771605,-71.1232825,1096.89
202,Sheraton Grand Los Angeles,711 South Hope Street Los Angeles,34.0477674,-118.2581373,225.39333333333332
203,Sheraton Grand Nashville Downtown,623 Union Street Nashville,36.1629899,-86.7828827,226.8033333333333
204,Sheraton Kauai Resort,2440 Hoonani Road Kauai,21.8764189,-159.461981,423.88000000000005
205,Sheraton Kauai Resort Villas,2440 Hoonani Road,21.8764189,-159.461981,423.88000000000005
207,Sheraton Louisville Riverside Hotel,700 West Riverside Drive Jeffersonville,38.2688279,-85.7482198,101.7
208,Sheraton New Orleans Hotel,500 Canal Street New Orleans,29.9521049,-90.0679529,152.83
210,Sheraton Niagara Falls,300 3rd Street Niagara Falls,43.0867142,-79.05973879999999,81.22333333333333
211,Sheraton Palo Alto Hotel,625 El Camino Real Palo Alto,37.4411952,-122.1635399,382.9533333333333
212,Sheraton Sonoma Wine Country Petaluma,745 Baywood Drive Petaluma,38.2305567,-122.6129963,125.02
213,Sheraton Tribeca New York Hotel,370 Canal Street New York,40.7206663,-74.0043807,146.92
214,Sheraton Universal Hotel,333 Universal Hollywood Drive Universal City,34.1375274,-118.3600314,190.59666666666666
219,The Bidwell Marriott Portland,520 SW Broadway Portland,45.5204493,-122.6786825,152.40666666666667
220,The Draftsman,1106 West Main Street Charlottesville,38.0326005,-78.4963657,97.43666666666667
221,The Edwin Hotel,102 Walnut Street Chattanooga,35.0551957,-85.30740139999999,98.71333333333332
226,The Gwen,521 North Rush Street Chicago,41.891259,-87.62534319999999,158.30666666666667
234,The Raphael Hotel,325 Ward Parkway Kansas City,39.0395946,-94.5913551,135.85999999999999
235,The Ritz-Carlton,1250 South Hayes Street Arlington,38.8626442,-77.0604544,273.5133333333333
236,The Ritz-Carlton,181 Peachtree Street,33.7585249,-84.3873447,751.87
238,The Ritz-Carlton,201 East Trade Street Charlotte,35.2261749,-80.84149099999999,169.14666666666668
239,The Ritz-Carlton,15000 North Secret Springs Drive Marana,32.4789227,-111.089096,402.18333333333334
240,The Ritz-Carlton,100 Carondelet Plaza St. Louis,38.6482764,-90.3308689,573.8966666666666
241,The Ritz-Carlton Coconut Grove,3300 SW 27th Avenue Miami,25.7302563,-80.2381108,526.58
242,The Ritz-Carlton Orlando,4012 Central Florida Parkway Orlando,28.4100337,-81.4261702,1051.5
244,The Saint Hotel,931 Canal Street New Orleans,29.9552254,-90.0713064,248.45333333333335
245,The St. Regis Houston,1919 Briar Oaks Lane Houston,29.7476094,-95.4503355,473.4533333333333
250,The Westin Carlsbad Resort & Spa,5480 Grand Pacific Drive Carlsbad,33.130157,-117.3091101,223.0
255,The Westin Hilton Head Island Resort & Spa,Two Grasslawn Avenue Hilton Head Island,32.2112696,-80.6847528,141.34
261,The Westin San Francisco Airport,1 Old Bayshore Highway Millbrae,37.6033254,-122.3760597,242.15
264,AC Hotel Beverly Hills,6399 Wilshire Boulevard Los Angeles,34.0641346,-118.3680448,263.3333333333333
267,Aloft Asheville Downtown,51 Biltmore Avenue Asheville,35.5929463,-82.55134369999999,95.41000000000001
268,Aloft Louisville Downtown,102 West Main Street Louisville,38.2556366,-85.7520041,152.68333333333334
269,Aloft Louisville East,10700 Westport Road Louisville,38.2959973,-85.55153829999999,93.27333333333333
272,Courtyard Boston Copley Square,88 Exeter Street Boston,42.3485863,-71.0788633,341.66333333333336
274,Courtyard Burlington Harbor,25 Cherry Street Burlington,44.4789538,-73.2184016,143.29333333333332
275,Courtyard Charleston Historic District,125 Calhoun Street Charleston,32.7866279,-79.93366019999999,231.79999999999998
276,Courtyard Key West Waterfront,3031-41 North Roosevelt Boulevard Key West,24.568014,-81.7702427,304.5
279,Courtyard Maui Kahului Airport,532 Keolani Place Kahului,20.8884151,-156.4495948,266.59666666666664
280,Courtyard Nashville Downtown,170 4th Avenue North Nashville,36.1636125,-86.7787477,123.83
281,Courtyard New York Manhattan/Chelsea,135 West 30th Street New York,40.7481179,-73.9911687,186.70000000000002
282,Courtyard New York Manhattan/Fifth Avenue,3 East 40th Street New York,40.7520756,-73.9810861,194.34666666666666
285,Courtyard New York Manhattan/SoHo,181 Varick Street New York,40.7275441,-74.0057975,288.83
286,Courtyard New York Manhattan/Times Square,114 West 40th Street New York,40.753827,-73.9861269,156.48666666666665
287,Courtyard New York Manhattan/Times Square West,307 West 37th Street (West 37th Street & 8th Avenue) New York,40.7544472,-73.9926705,248.70000000000002
288,Courtyard New York Manhattan/Upper East Side,410 East 92nd Street New York,40.7803726,-73.9462459,118.00333333333333
289,Courtyard Oahu North Shore,55-400 Kamehameha Highway Laie,21.6411099,-157.9198687,224.22333333333333
290,Courtyard Portland Downtown/Waterfront,321 Commercial Street Portland,43.652981,-70.2564909,106.09333333333332
292,Courtyard Santa Barbara Goleta,401 Storke Road Goleta,34.4250766,-119.870538,188.60666666666668
293,Courtyard Virginia Beach Oceanfront/North 37th Street,3737 Atlantic Ave Virginia Beach,36.8657416,-75.97938429999999,124.76666666666667
294,Courtyard Waikiki Beach,400 Royal Hawaiian Avenue Honolulu,21.2813177,-157.8279565,184.36
295,Fairfield Inn & Suites Augusta Fort Gordon Area,2175 Gordon Highway Augusta,33.4500688,-82.08016339999999,92.16000000000001
296,Fairfield Inn & Suites Key West,2400 North Roosevelt Boulevard Key West,24.5622769,-81.7763669,279.75333333333333
297,Fairfield Inn & Suites Key West at The Keys Collection,3852 North Roosevelt Boulevard Key West,24.5691378,-81.7527305,247.50333333333333
299,Fairfield Inn & Suites Moab,1863 North Highway 191 Moab,38.6053903,-109.5817009,84.32333333333334
300,Fairfield Inn & Suites Nashville Downtown/The Gulch,901 Division Street Nashville,36.1503489,-86.7815775,109.70333333333333
302,Fairfield Inn & Suites New York Manhattan/Chelsea,116 West 28th Street New York,40.7461978,-73.991445,136.53
303,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,21 West 37th Street New York,40.7511185,-73.9844847,153.10666666666665
304,Fairfield Inn & Suites New York Manhattan/Times Square,330 West 40th Street New York,40.7564849,-73.99250669999999,157.70333333333335
305,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,325 West 33rd Street New York,40.75225,-73.9951269,226.09333333333333
