Hotel ID,Place Name,lat,long,distance,Rating,Number of Ratings,Place Type,Hotel Name,Hotel Address
3001,Arizona Mills,33.3830454,-111.96447219999999,4009.5410808654497,4.4,22991,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Chandler Fashion Center,33.3014708,-111.89849849999999,8684.027293025994,4.5,17537,"shopping_mall,clothing_store,store,restaurant,food,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Phoenix Premium Outlets,33.287704,-111.9734187,6685.075763814312,4.5,7946,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Gila River Resorts & Casinos - Wild Horse Pass,33.2815933,-111.97296899999999,7364.827093010204,4.2,15121,"casino,hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Arizona State University Tempe Campus,33.4229975,-111.9278306,9382.209041196596,4.4,1614,"university,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Arizona Grand Resort & Spa,33.3738051,-111.9701886,2907.5559545947003,4.3,7890,"resort_hotel,amusement_park,golf_course,spa,hotel,athletic_field,lodging,wedding_venue,event_venue,restaurant,food,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Gila River Resorts & Casinos - Lone Butte,33.2894893,-111.9430168,7086.1893869827845,4.0,10590,"casino,night_club,bar,restaurant,food,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Dobbins Lookout,33.3454505,-112.05857189999999,7886.031344677718,4.8,4699,"tourist_attraction,park,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Mullett Arena,33.4266174,-111.9286578,9709.157731312296,4.6,744,"stadium,event_venue,sports_complex,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,South Mountain Park and Preserve,33.340336799999996,-112.0609473,8145.155599911167,4.8,9846,"park,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Sheraton Grand at Wild Horse Pass,33.266258,-111.99303529999999,9245.599118553446,4.5,2290,"hotel,lodging,wedding_venue,event_venue,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Legacy Golf Resort,33.384737799999996,-112.0129535,5488.397002825168,4.4,3506,"resort_hotel,hotel,real_estate_agency,lodging,travel_agency,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Tempe Beach Park,33.4318454,-111.94262280000001,9778.723559895721,4.6,9615,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Marriott Phoenix Resort Tempe at The Buttes,33.404047999999996,-111.97080290000001,6257.715053414323,4.3,2679,"hotel,lodging,wedding_venue,event_venue,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Mountain America Stadium,33.426452999999995,-111.9325733,9541.383010904077,4.6,2435,"stadium,athletic_field,event_venue,sports_complex,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Tempe Diablo Stadium,33.4007815,-111.97093350000002,5894.3137040187385,4.5,1526,"stadium,athletic_field,event_venue,sports_complex,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Wild Horse Pass Resort Check-in,33.2812021,-111.97394609999999,7408.024574004037,4.6,569,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,Hilton Phoenix Airport,33.424573599999995,-111.9799626,8553.841083444559,4.3,2386,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,DoubleTree by Hilton Hotel Phoenix Tempe,33.4065953,-111.96171559999999,6629.489684421595,4.1,2511,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3001,"Tempe Mission Palms, a Destination by Hyatt Hotel",33.4260667,-111.9388799,9282.119230926935,4.4,1916,"resort_hotel,hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Phoenix South Mountain,10831 South 51st Street Phoenix
3002,McMenamins Edgefield,45.5373482,-122.40710729999999,5493.63005612541,4.6,10636,"hotel,banquet_hall,wedding_venue,event_venue,lodging,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,The Grotto,45.553215099999996,-122.57353540000001,7704.883235447925,4.7,2732,"historical_landmark,tourist_attraction,gift_shop,church,park,place_of_worship,point_of_interest,store,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Mt. Tabor Park,45.5112549,-122.5958201,9617.225228380681,4.8,6178,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Mt. Hood Community College,45.5143998,-122.3956309,6832.296760580316,4.3,170,"university,school,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Adventist Health Portland,45.5133028,-122.55848089999999,6794.708820442874,4.3,2250,"hospital,health,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Cascade Station,45.5744818,-122.5605537,7733.270128977454,4.3,6930,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Columbia Gorge Outlets,45.542654000000006,-122.3880775,7010.711817508113,4.2,3295,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Legacy Mount Hood Medical Center,45.5167986,-122.40693630000001,5914.479356103814,2.5,474,"hospital,health,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,"Holiday Inn Portland-Airport (I-205), an IHG Hotel",45.565054,-122.57579999999999,8290.328329760829,3.8,2940,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Powell Butte Nature Park,45.4906961,-122.49699160000002,5281.298289740479,4.7,3283,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Embassy Suites by Hilton Portland Airport,45.5797004,-122.5719872,8795.622246998351,4.3,2682,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Sheraton Portland Airport Hotel,45.5830457,-122.5752112,9211.237406378525,4.2,1695,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,DMV Gresham,45.533626399999996,-122.47965710000001,328.22776982550664,3.1,736,"local_government_office,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Blue Lake Regional Park,45.555642899999995,-122.44505110000001,3331.992415955718,4.4,2180,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Portland Community College Southeast,45.50658,-122.580217,8645.410852993307,4.2,122,"university,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,DMV Mall 205,45.5151976,-122.5614485,6935.677397036605,3.8,200,"local_government_office,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,DMV - Portland SouthEast,45.4970579,-122.57294639999999,8609.101266495354,3.5,595,"local_government_office,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Radisson Hotel Portland Airport,45.5689405,-122.58282599999998,8963.700224272265,4.2,1680,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Gateway Transit Center,45.5306041,-122.56342760000001,6712.505133782687,3.9,106,"bus_station,transit_station,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3002,Sandy River Delta,45.5530538,-122.3668541,8827.11421475517,4.6,1945,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Portland East,1919 NE 181st Avenue Portland
3003,Crabtree Valley Mall,35.8407717,-78.6802391,6279.198858664351,4.4,16645,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,North Carolina State University,35.7850744,-78.6812824,4177.626616320925,4.6,1093,"university,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,North Carolina Museum of Art,35.809885699999995,-78.7025784,2445.563504365625,4.8,10122,"tourist_attraction,wedding_venue,art_gallery,event_venue,park,museum,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,North Carolina Museum of Natural Sciences,35.782182399999996,-78.63929739999999,7914.927195565232,4.8,2422,"museum,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Downtown Cary Park,35.7837301,-78.7809437,5274.03673532639,4.8,2412,"tourist_attraction,park,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,UNC REX Hospital,35.8180806,-78.7028387,3037.337876815134,3.1,632,"hospital,point_of_interest,health,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Pullen Park,35.7792205,-78.66287080000001,5960.662703035149,4.7,8531,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Fenton,35.7801756,-78.75790839999999,3539.5426600215073,4.5,565,"shopping_mall,clothing_store,event_venue,restaurant,food,store,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Marbles Kids Museum,35.7783093,-78.6364427,8267.338180501341,4.8,6631,"tourist_attraction,movie_theater,museum,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,WakeMed Soccer Park,35.7865815,-78.7550912,2974.1778953783196,4.6,452,"stadium,sports_complex,event_venue,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Dorothea Dix Park,35.7699644,-78.65320620000001,7162.943566487123,4.7,1288,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Sri Venkateswara Temple of North Carolina,35.8012249,-78.805307,7255.23748038558,4.8,1790,"hindu_temple,place_of_worship,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,WakeMed Cary Hospital,35.7407034,-78.7816265,8124.084121340442,3.2,579,"medical_lab,hospital,point_of_interest,health,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Raleigh Marriott City Center,35.7738734,-78.6396413,8134.835782679431,4.4,3133,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,The Umstead Hotel and Spa,35.829830099999995,-78.7641448,5038.310303074185,4.7,1852,"hotel,lodging,spa,restaurant,food,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Raleigh Union Station,35.7772979,-78.6475134,7340.844488529646,4.3,316,"train_station,transit_station,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Lake Johnson Park,35.762394199999996,-78.71426490000002,4022.197873519773,4.7,4481,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Sheraton Raleigh Hotel,35.77496970000001,-78.6399927,8066.096567538512,4.0,2394,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,Meredith College,35.798207999999995,-78.6886419,3279.2264536742778,4.5,94,"university,school,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3003,The Ritz,35.816279699999996,-78.6205392,9647.898874987583,4.4,3023,"wedding_venue,banquet_hall,night_club,event_venue,store,point_of_interest,establishment",Four Points by Sheraton Raleigh Arena,1200 Hurricane Alley Way Raleigh
3004,Raleigh-Durham International Airport,35.880078999999995,-78.7879963,4195.773026367944,4.4,10174,"airport,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Downtown Cary Park,35.7837301,-78.7809437,8790.631278865245,4.8,2412,"tourist_attraction,park,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Frankie's of Raleigh,35.9193406,-78.79401899999999,7602.544762922211,4.4,7460,"amusement_center,tourist_attraction,amusement_park,event_venue,point_of_interest,food,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Angus Barn,35.8992,-78.7635889,7252.543092106689,4.6,8886,"steak_house,banquet_hall,night_club,wedding_venue,seafood_restaurant,bar,event_venue,restaurant,point_of_interest,food,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Sri Venkateswara Temple of North Carolina,35.8012249,-78.805307,6196.295642046839,4.8,1790,"hindu_temple,place_of_worship,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,WakeMed Soccer Park,35.7865815,-78.7550912,9767.688915444796,4.6,452,"stadium,sports_complex,event_venue,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,The Umstead Hotel and Spa,35.829830099999995,-78.7641448,5994.317364904053,4.7,1852,"hotel,spa,restaurant,lodging,point_of_interest,food,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Sheraton Imperial Hotel Raleigh-Durham Airport at Research Triangle Park,35.8778814,-78.83830379999999,2889.4286343700937,4.2,2045,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Embassy Suites by Hilton Raleigh Durham Research Triangle,35.8330755,-78.7720437,5196.172549876195,4.4,2486,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,William B. Umstead State Park,35.8894623,-78.7518462,7455.301158521208,4.8,2309,"tourist_attraction,visitor_center,travel_agency,park,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Urban Air Trampoline and Adventure Park,35.8410684,-78.8171795,1642.437219247187,4.0,311,"amusement_park,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Brier Creek Commons,35.906725699999996,-78.78416709999999,6717.993998194313,4.5,5699,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,NCDMV Driver License Office,35.7889014,-78.76439839999999,9054.703813842081,2.8,973,"point_of_interest,local_government_office,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,RDU,35.866186899999995,-78.8012332,2308.76080818314,3.9,34,"airport,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Cary Station,35.7884141,-78.7822868,8269.111475863398,4.5,136,"train_station,transit_station,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,The Westin Raleigh-Durham Airport,35.904934,-78.7813005,6689.741328143972,4.6,318,"hotel,extended_stay_hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,RTI International,35.905487,-78.86508169999999,6771.000442700108,4.0,31,"university,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Hindu Society of North Carolina,35.8285993,-78.819333,2963.589038103796,4.7,303,"hindu_temple,place_of_worship,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Hampton Inn & Suites Raleigh Cary Lenovo Center,35.7927762,-78.74894139999999,9616.12829073138,4.5,1051,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3004,Hilton Garden Inn Raleigh-Durham Airport,35.8508694,-78.7961108,2458.8757822360076,4.0,1249,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Raleigh Durham Airport,1200 Claren Circle Morrisville
3005,Tampa International Airport,27.9768646,-82.5302804,3045.114378698921,4.6,24611,"airport,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,International Plaza and Bay Street,27.964411199999997,-82.520444,1445.8872314893435,4.6,13298,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Tampa General Hospital,27.937527,-82.4587507,6076.0559485393305,3.0,1998,"hospital,point_of_interest,health,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Raymond James Stadium,27.975869099999997,-82.5033344,3092.5846418002247,4.5,11299,"stadium,sports_complex,event_venue,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,The Florida Aquarium,27.943972,-82.44487470000001,7284.840398780234,4.5,18771,"aquarium,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,ZooTampa at Lowry Park,28.0138361,-82.4699672,8412.665781288619,4.6,24924,"zoo,tourist_attraction,amusement_park,amusement_center,veterinary_care,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,JW Marriott Tampa Water Street,27.9417302,-82.4538096,6451.234835093573,4.6,1055,"hotel,wedding_venue,lodging,event_venue,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,TPA Blue Departures,27.979605199999998,-82.5337721,3462.8736141401,4.6,3255,"airport,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Hyde Park Village,27.9371035,-82.4758815,4486.804767013127,4.6,4724,"shopping_mall,clothing_store,restaurant,food,point_of_interest,store,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Hilton Tampa Downtown,27.9465944,-82.4579406,5977.9875415095485,4.2,3969,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,WestShore Plaza,27.9473502,-82.5274596,990.6750965914928,4.4,5307,"shopping_mall,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Tampa Marriott Water Street,27.940718,-82.454534,6401.293285620307,4.5,5491,"hotel,wedding_venue,lodging,event_venue,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Tampa Riverwalk,27.9475581,-82.4615577,5614.8416597180585,4.8,1166,"park,tourist_attraction,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Grand Hyatt Tampa Bay,27.965196199999998,-82.55008579999999,3451.1694799147217,4.5,3612,"resort_hotel,hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,St. Joseph's Hospital,27.982746499999998,-82.49121029999999,4389.237464278009,4.2,4105,"hospital,point_of_interest,health,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Embassy Suites by Hilton Tampa Downtown Convention Center,27.942315299999997,-82.45476049999999,6348.3614396697985,4.1,3266,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,The Tampa EDITION,27.9436888,-82.4508523,6705.950475545664,3.9,670,"hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,Glazer Children's Museum,27.949576999999998,-82.461494,5607.915033851821,4.5,4341,"tourist_attraction,museum,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,George M. Steinbrenner Field,27.9802656,-82.50640729999999,3411.744717419049,4.7,2873,"stadium,sports_complex,event_venue,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3005,The University of Tampa,27.9468757,-82.46722659999999,5067.095361617897,4.4,183,"university,point_of_interest,establishment",Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress Street Tampa
3006,Tucson International Airport,32.1145102,-110.9392269,1074.9277124427606,4.5,3822,"airport,point_of_interest,establishment",Four Points by Sheraton Tucson Airport,7060 South Tucson Boulevard Tucson
3006,Desert Diamond Casino & Entertainment - Tucson,32.1181567,-110.9641468,2731.7808414817105,4.1,9100,"casino,hotel,lodging,point_of_interest,establishment",Four Points by Sheraton Tucson Airport,7060 South Tucson Boulevard Tucson
3006,Pima Air & Space Museum,32.1399593,-110.8649696,6917.968377565174,4.8,8902,"tourist_attraction,museum,point_of_interest,establishment",Four Points by Sheraton Tucson Airport,7060 South Tucson Boulevard Tucson
